Session_Name_	Trial_Index_	Trial_Recycled_	TRIAL_TYPE	trial_variant	TRIAL_NUMBER	TRIAL_ITERATION_VAL	frame_tilt	rod_tilt	response	step_size	reversal	reversal_num	RT	probe_del	alpha_entrain_refreshes	rod_tilt_val
200205ts	273	False	real	NR	202	6	15	    4.00	1	   -2.00	1	2	2405597.00	-3	0	NULL
200205ts	274	False	real	ML	203	6	-15	   -4.00	0	    2.00	0	2	2411789.00	-3	0	NULL
200205ts	275	False	real	EL	204	6	-15	   -4.00	0	    2.00	1	2	  624.00	-3	7	NULL
200205ts	276	False	real	FL	205	6	-15	   -4.00	0	    2.00	1	2	  488.48	-3	5	NULL
200205ts	277	False	real	CR	206	6	-15	    4.00	1	   -2.00	1	2	2429796.00	15	7	NULL
200205ts	278	False	real	OR	207	6	-15	   -2.00	0	    1.00	1	3	2435447.00	15	5	NULL
200205ts	280	False	real	DL	208	6	15	    2.00	0	    2.00	0	2	2446096.00	15	7	NULL
200205ts	281	False	real	FR	209	6	-15	   -2.00	0	    1.00	1	3	  776.96	-3	5	NULL
200205ts	282	False	real	BR	210	6	15	    4.00	1	   -2.00	1	2	  588.22	-15	7	NULL
200205ts	283	False	real	PR	211	6	15	    4.00	1	   -2.00	1	2	2465141.00	15	5	NULL
200205ts	285	False	real	DR	212	6	15	    4.00	1	   -2.00	0	2	2476638.00	15	7	NULL
200205ts	287	False	real	IL	213	6	-15	    2.00	1	   -1.00	1	3	2487847.00	-15	0	NULL
200205ts	289	False	real	QL	214	6	-15	    2.00	1	   -1.00	1	3	 1335.42	-15	5	NULL
200205ts	291	False	real	JL	215	6	15	    2.00	1	   -1.00	1	3	2515282.00	-15	0	NULL
200205ts	292	False	real	AL	216	6	-15	    2.00	1	   -1.00	1	3	 1150.26	-15	7	NULL
200205ts	293	False	real	PL	217	7	15	    4.00	1	   -1.00	1	3	2529293.00	15	5	NULL
200205ts	294	False	real	JR	218	7	15	    2.00	1	   -2.00	0	2	2536170.00	-15	0	NULL
200205ts	298	False	real	LL	219	7	15	    4.00	1	   -1.00	1	3	2558057.00	15	0	NULL
200205ts	299	False	real	EL	220	7	-15	   -2.00	0	    2.00	0	2	  694.07	-3	7	NULL
200205ts	305	False	real	ER	221	7	-15	   -1.00	1	   -1.00	1	4	  653.48	-3	7	NULL
200205ts	306	False	real	DR	222	7	15	    2.00	0	    1.00	1	3	2604295.00	15	7	NULL
200205ts	307	False	real	BL	223	7	15	    1.00	0	    1.00	1	4	 2062.12	-15	7	NULL
200205ts	309	False	real	OL	224	7	-15	   -8.00	0	    2.00	0	2	2622814.00	15	5	NULL
200205ts	310	False	real	AL	225	7	-15	    1.00	1	   -1.00	0	3	  671.10	-15	7	NULL
200205ts	314	False	real	GL	226	7	15	    4.00	1	   -1.00	1	3	 1364.73	-3	7	NULL
200205ts	315	False	real	RR	227	7	15	    2.00	1	   -2.00	0	2	 1418.62	-15	5	NULL
200205ts	319	False	real	DL	228	7	15	    4.00	1	   -1.00	1	3	2677283.00	15	7	NULL
200205ts	320	False	real	KR	229	7	-15	    2.00	1	   -2.00	0	2	2683337.00	15	0	NULL
200205ts	322	False	real	HL	230	7	15	    4.00	1	   -1.00	1	3	  711.55	-3	5	NULL
200205ts	327	False	real	PR	231	7	15	    2.00	0	    1.00	1	3	2771726.00	15	5	NULL
200205ts	328	False	real	IR	232	7	-15	    2.00	1	   -2.00	0	2	2777634.00	-15	0	NULL
200205ts	329	False	real	JL	233	7	15	    1.00	0	    1.00	1	4	2783035.00	-15	0	NULL
200205ts	330	False	real	HR	234	7	15	    5.00	1	   -1.00	1	4	  846.36	-3	5	NULL
200205ts	331	False	real	KL	235	7	-15	   -2.00	0	    2.00	0	2	2794116.00	15	0	NULL
200205ts	332	False	real	MR	236	7	-15	    2.00	1	   -2.00	0	2	2799329.00	-3	0	NULL
200205ts	333	False	real	CL	237	7	-15	   -2.00	1	   -1.00	1	3	2805590.00	15	7	NULL
200205ts	334	False	real	IL	238	7	-15	    1.00	1	   -1.00	0	3	2810631.00	-15	0	NULL
200205ts	336	False	real	NL	239	7	15	    1.00	0	    1.00	1	4	2820077.00	-3	0	NULL
200205ts	337	False	real	ML	240	7	-15	   -2.00	0	    2.00	0	2	2826956.00	-3	0	NULL
200205ts	338	False	real	AR	241	7	-15	    2.00	1	   -2.00	0	2	  649.38	-15	7	NULL
200205ts	339	False	real	NR	242	7	15	    2.00	0	    1.00	1	3	2838903.00	-3	0	NULL
200205ts	342	False	real	GR	243	7	15	    5.00	1	   -1.00	1	4	 1002.38	-3	7	NULL
200205ts	343	False	real	QR	244	7	-15	    2.00	1	   -2.00	0	2	 1596.57	-15	5	NULL
200205ts	344	False	real	CR	245	7	-15	    2.00	1	   -2.00	0	2	2872698.00	15	7	NULL
200205ts	346	False	real	FL	246	7	-15	   -2.00	0	    2.00	0	2	  678.03	-3	5	NULL
200205ts	351	False	real	FR	247	7	-15	   -1.00	0	    1.00	0	3	 1261.98	-3	5	NULL
200205ts	352	False	real	RL	248	7	15	    0.00	1	   -2.00	1	2	  706.59	-15	5	NULL
200205ts	356	False	real	LR	249	7	15	    8.00	1	   -2.00	1	2	2936499.00	15	0	NULL
200205ts	357	False	real	BR	250	7	15	    2.00	1	   -2.00	0	2	 1740.60	-15	7	NULL
200205ts	360	False	real	QL	251	7	-15	    1.00	0	    1.00	1	4	 5933.79	-15	5	NULL
