Session_Name_	Trial_Index_	Trial_Recycled_	TRIAL_TYPE	trial_variant	TRIAL_NUMBER	TRIAL_ITERATION_VAL	frame_tilt	rod_tilt	response	step_size	reversal	reversal_num	RT	probe_del	alpha_entrain_refreshes	rod_tilt_val
200218KN	205	False	real	HL	165	5	15	    0.00	0	    2.00	1	2	  643.23	-3	5	NULL
200218KN	208	False	real	CL	166	5	-15	    0.00	1	   -4.00	0	1	2979996.00	15	7	NULL
200218KN	209	False	real	RL	167	5	15	    0.00	1	   -4.00	0	1	 1039.26	-15	5	NULL
200218KN	211	False	real	NL	168	5	15	   12.00	1	   -4.00	1	1	2995019.00	-3	0	NULL
200218KN	213	False	real	KR	169	5	-15	    0.00	1	   -2.00	1	2	3002887.00	15	0	NULL
200218KN	214	False	real	HR	170	5	15	    6.00	1	   -2.00	0	2	  996.75	-3	5	NULL
200218KN	216	False	real	QL	171	5	-15	    0.00	1	   -4.00	0	1	 1129.96	-15	5	NULL
200218KN	218	False	real	NR	172	5	15	    6.00	0	    1.00	1	3	3026130.00	-3	0	NULL
200218KN	219	False	real	MR	173	5	-15	    0.00	1	   -2.00	1	2	3030987.00	-3	0	NULL
200218KN	221	False	real	KL	174	5	-15	   -6.00	1	   -1.00	1	3	3041126.00	15	0	NULL
200218KN	222	False	real	ER	175	5	-15	    0.00	1	   -2.00	1	2	  856.62	-3	7	NULL
200218KN	223	False	real	OL	176	5	-15	    0.00	1	   -4.00	0	1	3051359.00	15	5	NULL
200218KN	224	False	real	QR	177	5	-15	    0.00	1	   -2.00	1	2	  540.77	-15	5	NULL
200218KN	225	False	real	DR	178	5	15	    6.00	1	   -2.00	0	2	3061157.00	15	7	NULL
200218KN	226	False	real	LR	179	5	15	    0.00	0	    4.00	0	1	3066796.00	15	0	NULL
200218KN	227	False	real	LL	180	5	15	   12.00	1	   -4.00	1	1	3072107.00	15	0	NULL
200218KN	230	False	real	KL	181	6	-15	   -7.00	0	    1.00	1	4	3085959.00	15	0	NULL
200218KN	231	False	real	DR	182	6	15	    4.00	1	   -2.00	0	2	3091417.00	15	7	NULL
200218KN	233	False	real	OR	183	6	-15	   -2.00	1	   -2.00	0	2	3103500.00	15	5	NULL
200218KN	236	False	real	BL	184	6	15	    8.00	1	   -4.00	0	1	 1747.94	-15	7	NULL
200218KN	237	False	real	QR	185	6	-15	   -2.00	0	    1.00	1	3	  600.56	-15	5	NULL
200218KN	239	False	real	GL	186	6	15	    8.00	1	   -4.00	0	1	  403.61	-3	7	NULL
200218KN	240	False	real	EL	187	6	-15	   -4.00	0	    2.00	1	2	  590.75	-3	7	NULL
200218KN	241	False	real	AR	188	6	-15	   -2.00	0	    1.00	1	3	  614.02	-15	7	NULL
200218KN	243	False	real	IL	189	6	-15	    2.00	1	   -1.00	1	3	3158186.00	-15	0	NULL
200218KN	244	False	real	QL	190	6	-15	   -4.00	0	    2.00	1	2	  935.10	-15	5	NULL
200218KN	247	False	real	MR	191	6	-15	   -2.00	1	   -2.00	0	2	3176725.00	-3	0	NULL
200218KN	248	False	real	AL	192	6	-15	    2.00	1	   -1.00	1	3	  434.16	-15	7	NULL
200218KN	249	False	real	FL	193	6	-15	   -4.00	0	    2.00	1	2	  560.39	-3	5	NULL
200218KN	250	False	real	PL	194	6	15	    8.00	1	   -4.00	0	1	3191667.00	15	5	NULL
200218KN	251	False	real	JR	195	6	15	    4.00	1	   -2.00	1	2	3196883.00	-15	0	NULL
200218KN	252	False	real	DL	196	6	15	    8.00	1	   -4.00	0	1	3201899.00	15	7	NULL
200218KN	253	False	real	HL	197	6	15	    2.00	0	    2.00	0	2	  598.53	-3	5	NULL
200218KN	255	False	real	FR	198	6	-15	   -2.00	0	    1.00	1	3	 1362.45	-3	5	NULL
200218KN	256	False	real	RL	199	6	15	   -4.00	0	    2.00	1	2	  390.35	-15	5	NULL
200218KN	257	False	real	RR	200	6	15	   -2.00	0	    1.00	1	3	  417.28	-15	5	NULL
200218KN	258	False	real	CL	201	6	-15	   -4.00	0	    2.00	1	2	3233806.00	15	7	NULL
200218KN	259	False	real	OL	202	6	-15	   -4.00	0	    2.00	1	2	3238994.00	15	5	NULL
200218KN	261	False	real	LL	203	6	15	    8.00	1	   -4.00	0	1	3249396.00	15	0	NULL
200218KN	265	False	real	HR	204	6	15	    4.00	0	    1.00	1	3	  769.80	-3	5	NULL
200218KN	267	False	real	NR	205	6	15	    7.00	1	   -1.00	1	4	3454498.00	-3	0	NULL
200218KN	268	False	real	KR	206	6	-15	   -2.00	0	    1.00	1	3	3459426.00	15	0	NULL
200218KN	269	False	real	GR	207	6	15	    4.00	0	    1.00	1	3	  602.02	-3	7	NULL
200218KN	270	False	real	JL	208	6	15	    2.00	1	   -1.00	1	3	3468836.00	-15	0	NULL
200218KN	271	False	real	BR	209	6	15	   -2.00	0	    1.00	1	3	  420.21	-15	7	NULL
200218KN	272	False	real	NL	210	6	15	    8.00	1	   -4.00	0	1	3478426.00	-3	0	NULL
200218KN	273	False	real	ER	211	6	-15	   -2.00	1	   -2.00	0	2	  845.35	-3	7	NULL
200218KN	274	False	real	CR	212	6	-15	   -2.00	0	    1.00	1	3	3499728.00	15	7	NULL
200218KN	275	False	real	PR	213	6	15	   10.00	1	   -2.00	0	2	3505416.00	15	5	NULL
200218KN	276	False	real	LR	214	6	15	    4.00	0	    4.00	0	1	3511162.00	15	0	NULL
200218KN	277	False	real	ML	215	6	-15	   -4.00	0	    2.00	1	2	3515808.00	-3	0	NULL
200218KN	278	False	real	IR	216	6	-15	   -2.00	0	    1.00	1	3	3520132.00	-15	0	NULL
200218KN	280	False	real	LL	217	7	15	    4.00	1	   -4.00	0	1	3530000.00	15	0	NULL
200218KN	282	False	real	JL	218	7	15	    1.00	0	    1.00	1	4	3540929.00	-15	0	NULL
200218KN	283	False	real	FR	219	7	-15	   -1.00	0	    1.00	0	3	  622.42	-3	5	NULL
200218KN	284	False	real	KR	220	7	-15	   -1.00	0	    1.00	0	3	3553534.00	15	0	NULL
200218KN	285	False	real	ML	221	7	-15	   -2.00	1	   -1.00	1	3	3560766.00	-3	0	NULL
200218KN	286	False	real	NR	222	7	15	    6.00	1	   -1.00	0	4	3566423.00	-3	0	NULL
